country_code,country_name,year,mean_ppp_income,median_ppp_income,mmr
AR,Argentina,1995,37986.36349626401,20176.417023661274,1.8827110607258302
AR,Argentina,1996,39429.18586550436,20942.770554171853,1.8827110655447623
AR,Argentina,1997,42161.554202988795,22394.064915940224,1.8827110826573499
AR,Argentina,1998,43031.31109900374,22856.035566625156,1.882711066561295
AR,Argentina,1999,40685.848007471985,21610.244810087173,1.882711110634006
AR,Argentina,2000,39721.982985678704,21098.288900996264,1.8827111133075358
AR,Argentina,2001,37185.34313511831,18492.47199875467,2.0108367955145456
AR,Argentina,2002,30738.485952677464,14655.420656911581,2.097414101735866
AR,Argentina,2003,33602.7924252802,18571.52885429639,1.8093713602639898
AR,Argentina,2004,36196.52107721046,20386.46733188045,1.775517086307846
AR,Argentina,2005,39783.81864881694,21921.486687422166,1.8148321423675884
AR,Argentina,2006,42536.324299501866,24283.955737858036,1.751622542829333
AR,Argentina,2007,46232.264539227894,26807.040065379824,1.7246314560082647
AR,Argentina,2008,47328.14641967621,25997.28139165629,1.8205036790833815
AR,Argentina,2009,42890.127973225404,25094.63313200498,1.7091354851697178
AR,Argentina,2010,46804.429716687424,27370.909122042343,1.7100063979604856
AR,Argentina,2011,49397.683514943965,30616.92424968867,1.6134110373757178
AR,Argentina,2012,48216.822089041096,30825.946964508097,1.5641635322527556
AR,Argentina,2013,48917.95568181818,30023.93083437111,1.6292988400378732
AR,Argentina,2014,46878.32096824409,28682.389645080948,1.6343938405523946
AR,Argentina,2015,47762.604031755924,28945.866435242842,1.6500664831923253
AR,Argentina,2016,45910.93432440847,27555.50660336239,1.6661255764684908
AR,Argentina,2017,46730.85252179328,28470.721316936488,1.6413652468297075
AR,Argentina,2018,44330.92363013699,27137.77523038605,1.6335504017477396
AR,Argentina,2019,42730.80074719801,25151.937166874224,1.6989069455642414
AR,Argentina,2020,38004.737904732254,22511.010404732253,1.6882733036604576
AR,Argentina,2021,42631.868711083436,26428.267630759652,1.6131162778700083
AR,Argentina,2022,44630.94405354919,27568.5705230386,1.618906719020917
